1,2024-08-29T00:37:44,1358,true
2,2024-08-28T00:37:44,4307,true
3,2024-08-27T00:37:44,6925,true
4,2024-08-26T00:37:44,3690,true
5,2024-08-25T00:37:44,2438,true
6,2024-08-24T00:37:44,8230,true
7,2024-08-23T00:37:44,3261,true
8,2024-08-22T00:37:44,0621,true
9,2024-08-21T00:37:44,1723,true
10,2024-08-20T00:37:44,9857,true
11,2024-08-19T00:37:44,6394,true
12,2024-08-18T00:37:44,0873,true
13,2024-08-17T00:37:44,1789,true
14,2024-08-16T00:37:44,5843,true
15,2024-08-15T00:37:44,3206,true
16,2024-08-14T00:37:44,7456,true
17,2024-08-13T00:37:44,9716,true
18,2024-08-12T00:37:44,3584,true
19,2024-08-11T00:37:44,2597,true
20,2024-08-10T00:37:44,7934,true
21,2024-08-09T00:37:44,7506,true
22,2024-08-08T00:37:44,5063,true
23,2024-08-07T00:37:44,5630,true
24,2024-08-06T00:37:44,1940,true
25,2024-08-05T00:37:44,9803,true
26,2024-08-04T00:37:44,6835,true
27,2024-08-03T00:37:44,1357,true
28,2024-08-02T00:37:44,3625,true
29,2024-08-01T00:37:44,4170,true
30,2024-07-31T00:37:44,7894,true
31,2024-07-30T00:37:44,4027,true
32,2024-07-29T00:37:44,0135,true
33,2024-07-28T00:37:44,8576,true
34,2024-07-27T00:37:44,1378,true
35,2024-07-26T00:37:44,1590,true
36,2024-07-25T00:37:44,4937,true
37,2024-07-24T00:37:44,2035,true
38,2024-07-23T00:37:44,9713,true
39,2024-07-22T00:37:44,6274,true
40,2024-07-21T00:37:44,5381,true
41,2024-07-20T00:37:44,4518,false
42,2024-07-19T00:37:44,1458,false
43,2024-07-18T00:37:44,0317,false
44,2024-07-17T00:37:44,0237,false
45,2024-07-16T00:37:44,3204,false
46,2024-07-15T00:37:44,3106,false
47,2024-07-14T00:37:44,5732,false
48,2024-07-13T00:37:44,7940,false
49,2024-07-12T00:37:44,4251,false
50,2024-07-11T00:37:44,5746,false
